序号,单词,exchange,音标,中文意思,
434,betray,,/bɪˈtreɪ/,v.出卖，泄露（机密），辜负,
435,between,,/bɪˈtwiːn/,prep.在（两者）之间；在…中间,
436,beyond,,/bɪˈjɔnd/,prep.(表示位置)在…的那边,
437,bicycle,,/ˈbaɪsɪk(ə)l/,n.自行车,
438,bid,,/bɪd/,v./n.出价，投标，向（某人）道别,
439,big,,/bɪɡ/,a.大的,
440,bike,(bicycle),/baɪk/,n.自行车,
441,bill,,/bɪl/,n.账单；法案，议案；（美）钞票，纸币,
442,billion,,/ˈbɪlɪən/,num.十亿，百亿,
443,bingo,,/ˈbɪŋɡəʊ/,n.宾戈游戏,
444,biochemistry,,/'baɪəʊ'kemɪstri/,n.生物化学,
445,biography,,/baɪˈɔɡrəfɪ/,n.传记,
446,biology,,/baɪˈɔlədʒɪ/,n.生物（学）,
447,bird,,/bɜːd/,n.鸟,
448,birdcage,,/ˈbɜːdkeɪdʒ/,n.鸟笼,
449,birth,,/bɜːθ/,n.出生；诞生,
450,birthday,,/ˈbɜːθdeɪ/,n.生日,
451,birthplace,,/ˈbɜːθpleɪs/,n.出生地；故乡,
452,biscuit,,/ˈbɪskɪt/,n.饼干,
453,bishop,,/ˈbɪʃəp/,n.主教,
454,bit,,/bɪt/,n.一点，一些，少量的,
455,bite,,/baɪt/,v.咬；叮,
456,bit,,/baɪt/,v.咬；叮,
457,bitten,,/baɪt/,v.咬；叮,
458,bite,,(bit，bitten)/baɪt/,v.咬；叮,
459,bitter,,/ˈbɪtə(r)/,a.有苦味的；痛苦的，难过的；严酷的,
460,black,,/blæk/,n.黑色a.黑色的,
461,blackboard,,/ˈblækbɔːd/,n.黑板,
462,blame,,/bleɪm/,n.&v.责备；责怪,
463,blank,,/blæŋk/,n.&a.空格，空白（处）；空的；茫然无表情的,
464,blanket,,/ˈblæŋkɪt/,n.毛毯，毯子,
465,bleed,,/bliːd/,vi.出血，流血,
466,bless,,/bles/,vt.保佑，降福,
467,blind,,/blaɪnd/,a.瞎的,
468,block,,/blɔk/,n.大块；（木、石等）块；街区；路障vt.阻塞；阻挡,
469,blood,,/blʌd/,n.血，血液,
470,blouse,,/blaʊz;ʊ.S.blaʊs/,n.宽罩衫；（妇女、儿童穿的）短上衣,
471,blow,,/bləʊ/,n.击；打击,
472,blow,,/bləʊ/,v.吹；刮风；吹气,
473,blew,,/bləʊ/,v.吹；刮风；吹气,
474,blown,,/bləʊ/,v.吹；刮风；吹气,
475,blow,,(blew，blown)/bləʊ/,v.吹；刮风；吹气,
476,blue,,/bluː/,n.蓝色a.蓝色的a.悲伤的；沮丧的,
477,board,,/bɔːd/,n.木板；布告牌；委员会；（政府的）部v.上（船、火车、飞机）,
478,boat,,/bəʊt/,n.小船，小舟,
479,boat--race,,/bəʊt-reɪs/,n.划船比赛,
480,boating,,/ˈbəʊtɪŋ/,n.划船（游玩），泛舟,
481,body,,/'bɔdi/,n.身体,
482,body--building,,/ˈbɔdɪ-ˈbɪldɪŋ/,n.健美,
483,boil,,/bɔɪl/,v.沸腾；烧开；煮……,
484,bomb,,/bɔm/,n.炸弹v.轰炸,
485,bond,,/bɔnd/,n./v.纽带，联系，使牢固,
486,bone,,/bəʊn/,n.骨头，骨质（复数bones骨骼；骨骸）,
487,bonus,,/ˈbəʊnəs/,n.津贴，奖金，红利,
488,book,,/bʊk/,n.书；本子v.预定，定（房间、车票等）,
489,bookcase,,/ˈbʊkkeɪs/,n.书橱,
490,bookmark,,/ˈbʊkmɑːk/,n.书签,
491,bookshelf,,/`bʊk，ʃelf/,n.书架,
492,bookshop,,/ˈbʊkʃɔp/,n.书店,
493,bookstore,,/ˈbʊkstɔː(r)/,n.书店,
494,boom,,/buːm/,n./v.繁荣，轰鸣，激增,
495,boot,,/buːt/,n.长统靴；靴,
496,booth,,/buːð/,n.岗；（为某种用途而设的）亭或小隔间,
497,telephonebooth,,/ˈtelɪfəʊn-buːð/,电话亭,
498,border,,/ˈbɔːdə(r)/,n.边缘；边境，国界,
499,bored,,/bɔrd/,a.（对人，事）厌倦的，烦闷的,
500,boring,,/`bɔrɪŋ/,a.乏味的，无聊的,
501,born,,/bɔːn/,a.出生,
502,borrow,,/ˈbɔrəʊ/,v.（向别人）借用；借,
503,boss,,/bɔs/,n.领班；老板,
504,botanical,,/bəˈtænɪk(ə)l/,a.植物学的,
505,botany,,/ˈbɔtənɪ/,n.植物；植物学,
506,both,,/bəʊθ/,a.两；双pron.两者；双方,
507,bottle,,/ˈbɔt(ə)l/,n.瓶子,
508,bottom,,/ˈbɔtəm/,n.底部；底,
509,bounce,,/baʊns/,v.弹起，蹦，上下晃动,
510,bound,,/baʊnd/,a.被束缚的；被绑的；有义务的v.&n.跳跃,
511,boundary,,/ˈbaʊndərɪ/,n.边界，界限,
512,bow,,/bəʊ/,v.&n.鞠躬，弯腰行礼,
513,bowl,,/bəʊl/,n.碗,
514,bowling,,/ˈbəʊlɪŋ/,n.保龄球,
515,box,,/bɔks/,n.盒子，箱子,
516,boxing,,/ˈbɔksɪŋ/,n.拳击（运动）,
517,boy,,/bɔɪ/,n.男孩,
518,boycott,,/ˈbɔɪkɔt/,v.拒绝购买，抵制,
519,brain,,/breɪn/,n.脑（子）,
520,brake,,/breɪk/,n.闸vi.刹车,
521,branch,,/brɑːntʃ/,n.树枝；分枝；分公司，分店；支部,
522,brand,,/brænd/,n.品牌,
523,brave,,/breɪv/,a.勇敢的,
524,bravery,,/ˈbreɪvərɪ/,n.勇气,
525,bread,,/bred/,n.面包,
526,break,,/breɪk/,n.间隙,
527,break,,(broke，broken)/breɪk/,v.打破（断，碎）；损坏，撕开,
528,breakfast,,/ˈbrekfəst/,n.早餐,
529,breakthrough,,/ˈbreɪkθruː/,n.重大进展，突破,
530,breast,,/brest/,n.乳房，胸脯,
531,breath,,/breθ/,n.气息；呼吸,
532,breathe,,/briːð/,vi.呼吸,
533,breathless,,/ˈbreθlɪs/,a.气喘吁吁的，上气不接下气的,
534,brewery,,/ˈbruːərɪ/,n.啤酒厂（公司）,
535,brick,,/brɪk/,n.砖；砖块,
536,bride,,/braɪd/,n.新娘,
537,bridegroom,,/ˈbraɪdɡruːm/,n.新郎,
538,bridge,,/brɪdʒ/,n.桥,
539,brief,,/briːf/,a.简洁的,
540,bright,,/braɪt/,a.明亮的；聪明的,
541,brilliant,,/ˈbrɪlɪənt/,a.巧妙的，使人印象深刻的，技艺高的,
542,bring,,(brought，brought)/brɪŋ/,vt.拿来，带来，取来,
543,Britain,,/ˈbrɪtən/,*n.英国；不列颠,
544,British,,/ˈbrɪtɪʃ/,a.英国的；大不列颠的；英国人的,
545,theBritish,,/ˈbrɪtɪʃ/,n.英国国民；大不列颠人,
546,broad,,/brɔːd/,a.宽的，宽大的,
547,broadcast,,/ˈbrɔːdkɑːst/,n.广播节目,
548,broadcast,,/ˈbrɔːdkɑːst/,vt.广播,
549,broadcast,（broadcast，broadcast或--ed，--ed）,/ˈbrɔːdkɑːst/,vt.广播,
550,brochure,,/brəʊˈʃə(r);(US)brəʊˈʃʊər/,n.资料（或广告）手册,
551,broken,,/ˈbrəʊkən/,a.弄坏了的,
552,broom,,/bruːm/,n.扫帚,
553,brother,,/ˈbrʌðə(r)/,n.兄；弟,
554,brotherhood,,/ˈbrʌðəhʊd/,n.兄弟般的关系,
555,brown,,/braʊn/,n.褐色，棕色a.褐色的，棕色的,
556,brunch,,/ˈbrʌntʃ/,n.早午饭（晚早饭）,
557,brush,,/brʌʃ/,v.刷；擦n.刷子,
558,bucket,,/ˈbʌkɪt/,n.铲斗；桶,
559,Buddhism,,/ˈbʊdɪz(ə)m/,n.佛教,
560,Buddhist,,/'bʊdɪst/,n.佛教徒,
561,budget,,/ˈbʌdʒɪt/,n.预算,
562,buffet,,/ˈbʊfeɪ;(US)bəˈfeɪ/,n.自助餐,
563,build,,(built，built)/bɪld/,v.建筑；造,
564,building,,/ˈbɪldɪŋ/,n.建筑物；房屋；大楼,
565,bun,,/bʌn/,n.馒头；小甜面包,
566,bunch,,/bʌntʃ/,n.串，束，扎，大量，大批,
567,bungalow,,/ˈbʌŋɡələʊ/,n.平房,
568,burden,,/ˈbɜːd(ə)n/,n.（义务，责任的）重担，负担,
569,bureaucratic,,/bjʊəˌrəʊ'krætɪk/,a.官僚的,
570,burglar,,/ˈbɜːɡlə(r)/,n.入室窃贼,
571,burial,,/ˈberɪəl/,n.埋葬,
572,burn,,/bɜːn/,v.燃，烧，着火；使烧焦；使晒黑n.烧伤；晒伤,
573,burn,(--ed，--ed或burnt，burnt),/bɜːn/,v.燃，烧，着火；使烧焦；使晒黑n.烧伤；晒伤,
574,burst,,/ˈbɜːst/,v.突然发生；突然发作,
575,bury,,/ˈberɪ/,vt.埋；葬,
576,bus,,/bʌs/,n.公共汽车,
577,busstop,,/bʌsstɔp/,n。公共汽车站,
578,bush,,/bʊʃ/,n.灌木丛，矮树丛,
579,business,,/ˈbɪznɪs/,n.（本分）工作，职业；职责；生意，交易；事业,
580,businessman,,/ˈbɪznɪsmæn/,n.商人（男）；男企业家,
581,businessman,(pl.businessmen),/ˈbɪznɪsmæn/,n.商人（男）；男企业家,
582,businesswoman,,/ˈbɪznɪswʊmæn/,n.商人（女）；女企业家,
583,businesswoman,(businesswomen),/ˈbɪznɪswʊmæn/,n.商人（女）；女企业家,
584,busy,,/ˈbɪzɪ/,a.忙（碌）的,
585,but,,/bət，bʌt/,conj.但是，可是prep.除了，除……外,
586,butcher,,/'bʊtʃə/,n.vt.肉店；屠夫屠宰（动物）；残杀（人）,
587,butter,,/ˈbʌtə(r)/,n.黄油，奶油,
588,butterfly,,/ˈbʌtəflaɪ/,n.蝴蝶,
590,button,,/ˈbʌt(ə)n/,n.纽扣；（电铃等的）按钮v.扣（纽扣）,
591,buy,,/baɪ/,vt.买,
592,buy,(bought),/baɪ/,vt.买,
593,by,,/baɪ/,prep.靠近，在…旁；在…时间；不迟于；被；用；由；乘（车）,
594,bye,,/baɪ/,int.再见,
595,cab,,/kæb/,n.（美）出租车,
596,cabbage,,/ˈkæbɪdʒ/,n.卷心菜，洋白菜,
597,café,,/ˈkæfeɪ;(US)kæˈfeɪ/,n.咖啡馆；餐馆,
598,cafeteria,,/kæfɪˈtɪərɪə/,n.自助餐厅,
599,cage,,/keɪdʒ/,n笼；鸟笼,
600,calculate,,/ˈkælkjʊleɪt/,v.计算，核算，推测,
601,cake,,/keɪk/,n.蛋糕，糕点；饼,
602,call,,/kɔːl/,n.喊，叫；电话，通话v.称呼；呼唤；喊，叫,
603,calm,,/kɑːm;(US)kɑːlm/,a.镇静，沉着的v.镇静沉着,
604,camel,,/ˈkæm(ə)l/,n.骆驼,
605,camera,,/ˈkæmərə/,n.照相机；摄像机,
606,camp,,/kæmp/,n.（夏令）营vi.野营，宿营,
607,campaign,,/kæmˈpeɪn/,n.运动，战役,
608,can,(could)can't＝can not,/ken，kæn/,v.可能；能够；可以不能n.（美）罐头；罐子,
609,agarbagecan,,/ˈɡɑːbɪdʒ/,（美）垃圾桶,
610,acanopener,,/ˈəʊpənə(r)/,开罐器,
611,Canada,,/ˈkænədə/,*n.加拿大,
612,Canadian,,/kəˈneɪdɪən/,a.加拿大的；加拿大人的n.加拿大人,
613,canal,,/kəˈnæl/,n.运河；水道,
614,cancel,,/ˈkæns(ə)l/,vt.取消,
615,cance,,/ˈkænsə(r)/,rn.癌,
616,candidate,,/ˈkændɪdət;(US)ˈkændɪdeɪt/,n.候选人，申请人,
617,candle,,/ˈkænd(ə)l/,n.蜡烛,
618,candy,,/ˈkændɪ/,n.糖果,
619,canteen,,/kænˈtiːn/,n.餐厅；食堂,
620,cap,,/kæp/,n.（无檐的或仅在前面有檐的）帽子；（瓶子的）盖；（钢笔等的）笔套,
621,capital,,/ˈkæpɪt(ə)l/,n.首都.省会.大写；资本,
622,capsule,,/ˈkæpsjuːl;(US)ˈkæpsl/,n.（药）胶囊,
623,captain,,/ˈkæptɪn/,n.（海军）上校；船长，舰长；队长,
624,caption,,/ˈkæpʃ(ə)n/,n.（图片，漫画等的）说明文字,
625,car,,/kɑː(r)/,n.汽车，小卧车,
626,carbon,,/ˈkɑːbən/,n.碳,
627,card,,/kɑːd/,n.卡片；名片；纸牌,
628,cardgames,,/kɑːdɡeɪm/,纸牌游戏,
629,care,,/keə(r)/,n.照料，保护；小心v.介意……，在乎；关心,
630,careful,,/ˈkeəfʊl/,a.小心，仔细，谨慎的,
631,careless,,/ˈkeəlɪs/,a.粗心的，漫不经心的,
632,carpenter,,/ˈkɑːpɪntə(r)/,n.木工，木匠,
633,carpet,,/ˈkɑːpɪt/,n.地毯,
634,carriage,,/ˈkærɪdʒ/,n.四轮马车;（火车）客车厢,
635,carrier,,/ˈkærɪə(r)/,n.搬运者；媒介;（自行车等的）置物架；（车的）货架,
636,carrot,,/ˈkærət/,n.胡萝卜,
637,carry,,/ˈkærɪ/,vt.拿，搬，带，提，抬，背，抱，运等,
638,cartoon,,/kɑːˈtuːn/,n.动画片，卡通；漫画,
639,carve,,/kɑːv/,vt.刻；雕刻,
640,case,,/keɪs/,n.情况；病例；案件；真相n.箱；盒；容器,
641,cash,,/kæʃ/,n.现金，现钞v.兑现,
642,cassettle,,/kæ'set/,n.磁带,
643,cast,(cast，cast),/kɑːst;(US)kæst/,v.扔，抛，撒,
644,castle,,/ˈkɑːs(ə)l;(US)ˈkæsl/,n.城堡,
645,casual,,/ˈkæʒʊəl/,a.漫不经心的，不经意的，非正式的,
646,cat,,/kæt/,n.猫,
647,catalogue,,/'kætəlɔg/,n.目录,
648,catastrophe,,/kəˈtæstrəfɪ/,n.灾难，灾祸，不幸事件,
649,catch,,/kætʃ/,v.接住；捉住；赶上；染上（疾病）,
650,caught,,/kætʃ/,v.接住；捉住；赶上；染上（疾病）,
651,catch,(caught),/kætʃ/,v.接住；捉住；赶上；染上（疾病）,
652,category,,/ˈkætɪɡərɪ/,n.类别，种类,
653,cater,,/ˈkeɪtə(r)/,v.提供饮食，承办酒席,
654,catholic,,/ˈkæθəlɪk/,a.天主教的,
655,cathedral,,/kəˈθiːdr(ə)l/,n.大教堂（天主教）,
656,cattle,,/ˈkæt(ə)l/,n.牛（总称），家畜,
657,cause,,/kɔːz/,n.原因，起因vt.促使，引起，使发生,
658,caution,,/ˈkɔːʃ(ə)n/,n.谨慎，小心，警告,
659,cautious,,/ˈkɔːʃəs/,a.小心的，谨慎的,
660,cave,,/keɪv/,n.洞，穴；地窖,
661,CD,,/ˌsiː'diː/,光盘(compactdisk的缩写),
662,CDROM,,/ˌsiː'diː-rɔm，rəʊm/,信息储存光盘(compactdiskreadonlymemory的缩写),
663,ceiling,,/ˈsiːlɪŋ/,n.天花板，顶棚,
664,celebrate,,/ˈselɪbreɪt/,v.庆祝,
665,celebration,,/selɪˈbreɪʃ(ə)n/,n.庆祝；庆祝会,
666,cell,,/sel/,n.（监狱的）单人牢房；（修道院等的）单人小室；（蜂巢的）小蜂窝，蜂房；［生物］细胞,
667,cellar,,/ˈselə(r)/,n.地窖；地下储藏室,
668,cent,,/sent/,n.美分（100cents＝1dollar）,
669,dollar,,/'dɔlə/,n.(美、加等国)元,
670,centigrade,,/ˈsentɪɡreɪd/,a.摄氏的,
671,centimetre,,/'sentɪˌmiːtə(r)/,(美centimeter)n.公分，厘米,
672,central,,/ˈsentr(ə)l/,a.中心，中央；主要的,
673,century,,/ˈsentʃərɪ/,n.世纪，百年,
674,ceremony,,/ˈserɪmənɪ/,n.典礼，仪式，礼节,
675,certain,,/ˈsɜːt(ə)n/,a.（未指明真实名称的）某…；确定的，无疑的；一定会…,
676,certainly,,/ˈsɜːtənlɪ/,ad.当然；一定，无疑,
677,certificate,,/səˈtɪfɪkət/,n.证明，证明书,
678,chain,,/tʃeɪn/,n.链；链条,
679,chainstore,(chainstores),/tʃeɪn stɔː(r)/,连锁店,
680,chair,,/tʃeə(r)/,n.椅子,
681,chairman,(pl.chairmen),/ˈtʃeəmən/,n.主席，会长；议长,
682,chairwoman,,/'tʃeəˌwʊmən/,n.女主席，女会长；女议长,
683,chairwoman(pl.chairwomen),,/'tʃeəˌwʊmən/,n.女主席，女会长；女议长,
684,chalk,,/tʃɔːk/,n.粉笔,
685,challenge,,/ˈtʃælɪndʒ/,n.挑战(性),
686,challenging,,/ˈtʃælɪndʒɪŋ/,a.具有挑战性的,
687,champion,,/ˈtʃæmpɪən/,n.冠军，优胜者,
688,chance,,/tʃɑːns;(US)tʃæns/,n.机会，可能性,
689,changeable,,/ˈtʃeɪndʒəb(ə)l/,a.易变的，变化无常的,
690,change,,/tʃeɪndʒ/,n.零钱；找头v.改变，变化；更换；兑换,
691,channel,,/ˈtʃæn(ə)l/,n.频道；通道；水渠,
692,chant,,/tʃɑːnt/,v./n.反复呼喊,
693,chaos,,/ˈkeɪɔs/,n.混乱，杂乱，紊乱,
694,character,,/ˈkærɪktə(r)/,n.（汉）字.字体；品格,
695,characteristic,,/kærɪktəˈrɪstɪk/,a.典型的，独特的,
696,charge,,/tʃɑːdʒ/,v.要求收费；索价；将(电池)充电n.费用；价钱,
697,chapter,,/ˈtʃæptə(r)/,n.章,
698,chart,,/tʃɑːt/,n.图表；航海图,
699,chat,,/tʃæt/,n.&vi.聊天，闲谈,
700,cheap,,/tʃiːp/,a.便宜的，贱,
701,cheat,,/tʃiːt/,n.&v.骗取，哄骗；作弊,
702,check,,/tʃek/,n.检查；批改vt.校对，核对；检查；批改,
703,cheek,,/tʃiːk/,n.面颊，脸蛋,
704,cheer,,/tʃɪə(r)/,n.&vi.欢呼；喝彩,
705,Cheerup,,/tʃɪə(r)-ʌp/,振作起来！提起精神！,
706,cheerful,,/ˈtʃɪəfʊl/,a.兴高采烈的，快活的,
707,cheers,,/tʃɪə(r)/,int.干杯，(口)谢谢，再见,
708,cheese,,/tʃiːz/,n.奶酪,
709,chef,,/ʃef/,n.厨师长，主厨,
710,chemical,,/ˈkemɪk(ə)l/,a.化学的n.化学品,
711,chemist,,/ˈkemɪst/,n.药剂师；化学家,
712,chemistry,,/ˈkemɪstrɪ/,n.化学,
713,cheque,(美check),/tʃek/,n.支票,
714,chess,,/tʃes/,n.棋,
715,chest,,/tʃest/,n.箱子；盒子；胸部,
716,chew,,/tʃuː/,vt.咀嚼,
717,chick,,/tʃɪk/,n.小鸡,
718,chicken,,/ˈtʃɪkən/,n.鸡；鸡肉,
719,chief,,/tʃiːf/,a.主要，首要的n.领导，头,
720,child,(复children),/tʃaɪld/,n.孩子，儿童,
721,childhood,,/ˈtʃaɪldhʊd/,n.幼年时代，童年,
722,chimney,,/ˈtʃɪmnɪ/,n.烟囱，烟筒,
723,China,,/ˈtʃaɪnə/,*n.中国,
724,Chinese,,/tʃaɪˈniːz/,a.中国的；中国人的；中国话的，汉语的n.中国人；中国话，汉语，中文,
725,chips,,/tʃɪp/,n.(pl.)炸土豆条（片）,
726,chocolate,,/ˈtʃɔklət/,n.巧克力,
727,choice,,/tʃɔɪs/,n.选择；抉择,
728,choir,,/ˈkwaɪə(r)/,n.合唱团，教堂的唱诗班,
729,choke,,/tʃəʊk/,n.&v.窒息,
730,choose,,/tʃuːz/,vt.选择,
731,chose,(choose的过去式),/tʃəʊz/,vt.选择,
732,chosen,(choose的过去分词),/'tʃəʊzn/,vt.选择,
733,choose,(chose，chosen),/tʃuːz/,vt.选择,
734,chopsticks,,/ˈtʃɔpstɪks/,n.筷子,
735,chorus,,/ˈkɔːrəs/,n.合唱曲，歌咏队,
736,Christian,,/ˈkrɪstɪən/,n.基督教徒和天主教徒的总称,
737,Christmas,,/ˈkrɪsməs/,n.圣诞节（12月25日）,
738,Christmascard,,/ˈkrɪsməskɑːd/,圣诞卡,
739,Christmastree,,/ˈkrɪsməstriː/,圣诞树,
740,ChristmasEve,,/ˈkrɪsməsiːv/,圣诞（前）夜,
741,church,,/tʃɜːtʃ/,n.教堂；教会,
742,cigar,,/sɪˈɡɑː(r)/,n.雪茄烟,
743,cigarette,,/sɪɡəˈret/,n.纸烟，香烟,
744,cinema,,/ˈsɪnəmə/,n.电影院；电影,
745,circle,,/ˈsɜːk(ə)l/,n./vt.圆圈将…圈起来,
746,circuit,,/ˈsɜːkɪt/,n.环形路线，巡回赛,
747,circulate,,/ˈsɜːkjʊleɪt/,v.（液体或气体）环流，循环,
748,circumstance,,/ˈsɜːkəmstəns/,n.条件，环境，状况,
749,circus,,/ˈsɜːkəs/,n.马戏团,
750,citizen,,/ˈsɪtɪz(ə)n/,n.公民；居民,
751,city,,/ˈsɪtɪ/,n.市，城市，都市,
752,civil,,/ˈsɪv(ə)l/,a.国内的；平民（非军人）的；民用的,
753,civilian,,/sɪˈvɪlɪən/,n.平民，老百姓,
754,civilization,,/sɪvɪlaɪˈzeɪʃ(ə)n;(US)sɪvəlɪˈzeɪʃən/,n.文明,
755,clap,,/klæp/,vi.拍手；鼓掌,
756,clarify,,/ˈklærɪfaɪ/,v.澄清，阐明,
757,class,,/klɑːs;(US)klæs/,n.（学校的）班；年级；课,
758,classic,,/ˈklæsɪk/,a.一流的，典型的，有代表性的,
759,classical,,/ˈklæsɪk(ə)l/,a.传统的；古典的,
760,classify,,/ˈklæsɪfaɪ/,v.分类，归类,
761,classmate,,/ˈklɑːsmeɪt/,n.同班同学,
762,classroom,,/ˈklɑːsruːm/,n.教室,
763,claw,,/klɔː/,n.爪,
764,clay,,/kleɪ/,n.黏土，陶土,
765,clean,,/kliːn/,vt.弄干净，擦干净a.清洁的，干净的,
766,cleaner,,/kliːnə(r)/,n.清洁工.，清洁器.，清洁剂,
767,clear,,/klɪə(r)/,a.清晰；明亮的；清楚的,
768,clearly,,/ˈklɪəlɪ/,ad.清楚地，无疑地,
769,clerk,,/klɑːk;(US)klərk/,n.书记员；办事员；职员,
770,clever,,/ˈklevə(r)/,a.聪明的，伶俐的,
771,click,,/klɪk/,v.点击（计算机用语）,
772,climate,,/ˈklaɪmɪt/,n.气候,
773,climb,,/klaɪm/,v.爬，攀登,
774,clinic,,/ˈklɪnɪk/,n.诊所,
775,clock,,/klɔk/,n.钟,
776,clone,,/kləʊn/,n.克隆（无性繁殖出来的有机体群）,
777,close,,/kləʊz/,a.亲密的；近，靠近ad.近，靠近vt.关，关闭,
778,cloth,,/klɔθ;(US)klɔθ/,n.布,
779,clothes,,/klɔðz;(US)kləʊz/,n.衣服；各种衣物,
780,clothing,,/ˈkləʊðɪŋ/,n.(总称)衣服,
781,cloud,,/ˈkləʊðɪŋ/,n.云；云状物；阴影,
782,cloudy,,/ˈklaʊdɪ/,a.多云的，阴天的,
783,club,,/klʌb/,n.俱乐部；纸牌中的梅花,
784,clumsy,,/ˈklʌmzɪ/,a.笨拙的，不灵巧的,
785,coach,,/kəʊtʃ/,n.教练；马车；长途车,
786,coal,,/kəʊl/,n.煤；煤块,
787,coast,,/kəʊst/,n.海岸；海滨,
788,coat,,/kəʊt/,n.外套；涂层；表皮；皮毛vt.给……穿外套；涂上,
789,cock,,/kɔk/,n.公鸡,
790,cocoa,,/ˈkəʊkəʊ/,n.可可粉,
791,coffee,,/ˈkɔfɪ;(US)ˈkɔːfɪ/,n.咖啡,
792,coin,,/kɔɪn/,n.硬币,
793,coincidence,,/kəʊɪnˈsɪdəns/,n.巧合，巧事,
794,coke,,/kəʊk/,n.可口可乐,
795,cold,,/kəʊld/,a.冷的，寒的n.寒冷；感冒，伤风,
796,cold--blooded,,/kəʊldblʌdɪd/,a.(动物)冷血的,
797,collar,,/ˈkɔlə(r)/,n.衣领；硬领,
798,colleague,,/ˈkɔliːɡ/,n.同事,
799,collect,,/kəˈlekt/,vt.收集，搜集,
800,collection,,/kəˈlekʃ(ə)n/,n.收藏品，收集物,
801,college,,/ˈkɔlɪdʒ/,n.学院；专科学校,
802,collision,,/kəˈlɪʒ(ə)n/,n.碰撞事故,
803,colour(美color),,/'kʌlə/,n.颜色vt.给…着色，涂色,
804,comb,,/kəʊm/,n.梳子v.梳,
805,combine,,/kəmˈbaɪn/,vt.使联合；使结合,
806,come,(came，come),/kʌm/,vi.来，来到,
807,comedy,,/ˈkɔmədɪ/,n.喜剧,
808,comfort,,/ˈkʌmfət/,n.安慰；慰问,
809,comfortable,,/ˈkʌmfətəb(ə)l;(US)ˈkʌmfərtəbl/,a.舒服的；安逸的；舒服自在的,
810,comma,,/ˈkɔmə/,n.逗号,
811,command,,/kəˈmɑːnd;(US)kəˈmænd/,n.&v.命令,
812,comment,,/ˈkɔment/,n.评论,
813,commit,,/kəˈmɪt/,v.犯（罪，错），自杀,
814,commitment,,/kəˈmɪtmənt/,n.承诺，允诺，承担,
815,committee,,/kəˈmɪtɪ/,n.委员会,
816,common,,/ˈkɔmən/,a.普通，一般；共有的,
817,communicate,,/kəˈmjuːnɪkeɪt/,v.交际；传达（感情，信息等）,
818,communication,,/kəmjuːnɪˈkeɪʃ(ə)n/,n.交际，交往;通讯,
819,communism,,/ˈkɔmjʊnɪz(ə)m/,n.共产主义,
820,communist,,/ˈkɔmjuːnɪst/,n.共产主义者a.共产党的；共产主义的,
821,companion,,/kəmˈpænɪən/,n.同伴；同事,
822,company,,/ˈkʌmpənɪ/,n.公司,
823,compare,,/kəmˈpeə(r)/,vt.比较，对照,
824,compass,,/ˈkʌmpəs/,n.罗盘，指南针,
825,compensate,,/ˈkɔmpenseɪt/,v.补偿，弥补,
826,compete,,/kəmˈpiːt/,vi.比赛，竞赛,
827,competence,,/ˈkɔmpətəns/,n.能力，胜任，管辖权,
828,competition,,/kɔmpəˈtɪʃ(ə)n/,n.比赛，竞赛,
829,competitor,,/kəmˈpetɪtə(r)/,n.竞赛者，比赛者,
830,complete,,/kəmˈpliːt/,a.完成vt.完成，结束,
831,complex,,/ˈkɔmpleks/,a./n.复杂的，建筑群,
832,component,,/kəmˈpəʊnənt/,n.组成部分，部件,
833,composition,,/kɔmpəˈzɪʃ(ə)n/,n.作文；作曲,
834,comprehension,,/kɔmprɪˈhenʃ(ə)n/,n.理解,
835,compromise,,/ˈkɔmprəmaɪz/,v.妥协，折中，让步,
836,compulsory,,/kəmˈpʌlsərɪ/,a.强制的，必须做的,
837,computer,,/kəmˈpjuːtə(r)/,n.电子计算机,
838,computergame,,/kəmˈpjuːtə(r)ɡeɪm/,电子游戏,
839,comrade,,/ˈkɔmrɪd;(US)ˈkɑmræd/,n.同志,
840,concentrate,,/ˈkɔnsəntreɪt/,v.聚精会神,
841,concept,,/ˈkɔnsept/,n.概念,
842,concern,,/kənˈsɜːn/,v./n.涉及，关心,
843,concert,,/ˈkɔnsət/,n.音乐会；演奏会,
844,conclude,,/kənˈkluːd/,v.完成，结束,
845,conclusion,,/kənˈkluːʒ(ə)n/,n.结论；结束,
846,concrete,,/ˈkɔŋkriːt/,a.混凝土制的,
847,condition,,/kənˈdɪʃ(ə)n/,n.条件，状况,
848,condemn,,/kənˈdem/,v.谴责，指责，宣判,
849,conduct,,/ˈkɔndʌkt/,vt.引导，带领,
850,conductor,,/kənˈdʌktə(r)/,n.管理人；指导者；（车上的）售票员，列车员；乐队指挥,
851,confident,,/ˈkɔnfɪdənt/,a.自信的,
852,confidential,,/kɔnfɪˈdenʃ(ə)l/,a.机密的，保密的,
853,conference,,/ˈkɔnfərəns/,n.(正式的)会议；讨论,
854,confirm,,/kənˈfɜːm/,v.证实，证明，确认,
