seq,pinyin,char
U+6B0F,luó;luǒ,欏
U+6B10,lì;lǐ,欐
U+6B11,cuán;zuàn,欑
U+6B12,luán,欒
U+6B13,dǎng;tǎng,欓
U+6B14,jué,欔
U+6B15,yán,欕
U+6B16,lǎn,欖
U+6B17,lán,欗
U+6B18,zhú,欘
U+6B19,léi;luǒ,欙
U+6B1A,lǐ,欚
U+6B1B,bà,欛
U+6B1C,náng,欜
U+6B1D,yù,欝
U+6B1E,líng,欞
U+6B1F,guang,欟
U+6B20,qiàn,欠
U+6B21,cì;zī;cí,次
U+6B22,huān,欢
U+6B23,xīn,欣
U+6B24,yú,欤
U+6B25,yì;huān;yù,欥
U+6B26,qiān;hān;xiān;qián,欦
U+6B27,ōu,欧
U+6B28,xū,欨
U+6B29,chāo,欩
U+6B2A,chù;xì;qù,欪
U+6B2B,qì,欫
U+6B2C,kài;ài,欬
U+6B2D,yì;yīn,欭
U+6B2E,jué,欮
U+6B2F,xì;kài,欯
U+6B30,xù,欰
U+6B31,hē;xiá,欱
U+6B32,yù,欲
U+6B33,kuì,欳
U+6B34,láng,欴
U+6B35,kuǎn,欵
U+6B36,shuò;sòu,欶
U+6B37,xī,欷
U+6B38,āi;ǎi;ê̄;ế;ê̌;ề;xiè;éi;ěi;èi;ēi,欸
U+6B39,yī;qī,欹
U+6B3A,qī,欺
U+6B3B,chuā;xū,欻
U+6B3C,chǐ;chuài,欼
U+6B3D,qīn;qìn;yín,欽
U+6B3E,kuǎn;xīn,款
U+6B3F,kǎn;qiàn;dàn,欿
U+6B40,kuǎn,歀
U+6B41,kǎn;kè;qiǎn,歁
U+6B42,chuǎn;chuán,歂
U+6B43,shà;xiá,歃
U+6B44,guā,歄
U+6B45,yīn,歅
U+6B46,xīn,歆
U+6B47,xiē;yà,歇
U+6B48,yú,歈
U+6B49,qiàn,歉
U+6B4A,xiāo,歊
U+6B4B,yè,歋
U+6B4C,gē,歌
U+6B4D,wū;yāng,歍
U+6B4E,tàn,歎
U+6B4F,jìn;qūn,歏
U+6B50,ōu;ǒu,歐
U+6B51,hū,歑
U+6B52,tì;xiāo,歒
U+6B53,huān,歓
U+6B54,xū,歔
U+6B55,pēn,歕
U+6B56,xǐ;yǐ,歖
U+6B57,xiào,歗
U+6B58,chuā;xū,歘
U+6B59,shè;xī;xié,歙
U+6B5A,shàn,歚
U+6B5B,hān;liǎn,歛
U+6B5C,chù,歜
U+6B5D,yì,歝
U+6B5E,è,歞
U+6B5F,yú,歟
U+6B60,chuò,歠
U+6B61,huān,歡
U+6B62,zhǐ,止
U+6B63,zhèng;zhēng,正
U+6B64,cǐ,此
U+6B65,bù,步
U+6B66,wǔ,武
U+6B67,qí,歧
U+6B68,bù,歨
U+6B69,bù,歩
U+6B6A,wāi;wǎi,歪
U+6B6B,jù,歫
U+6B6C,qián,歬
U+6B6D,chí;zhì,歭
U+6B6E,sè,歮
U+6B6F,chǐ,歯
U+6B70,sè;shà,歰
U+6B71,zhǒng,歱
U+6B72,suì;suò,歲
U+6B73,suì,歳
U+6B74,lì,歴
U+6B75,zé,歵
U+6B76,yú,歶
U+6B77,lì,歷
U+6B78,guī;kuì;kuí,歸
U+6B79,dǎi;è;dāi,歹
U+6B7A,è,歺
U+6B7B,sǐ,死
U+6B7C,jiān,歼
U+6B7D,zhé,歽
U+6B7E,mò;wěn,歾
U+6B7F,mò,歿
U+6B80,yāo,殀
U+6B81,mò;wěn,殁
U+6B82,cú,殂
U+6B83,yāng,殃
U+6B84,tiǎn,殄
U+6B85,shēng,殅
U+6B86,dài,殆
U+6B87,shāng,殇
U+6B88,xù,殈
U+6B89,xùn,殉
U+6B8A,shū,殊
U+6B8B,cán,残
U+6B8C,jué,殌
U+6B8D,piǎo;bì,殍
U+6B8E,qià,殎
U+6B8F,qiú,殏
U+6B90,sù,殐
U+6B91,qíng;jīng;jìng,殑
U+6B92,yǔn,殒
U+6B93,liàn,殓
U+6B94,yì,殔
U+6B95,fǒu;yè;bó,殕
U+6B96,zhí;shi;shì,殖
U+6B97,yè;yàn;yān,殗
U+6B98,cán,殘
U+6B99,hūn;mèn,殙
U+6B9A,dān,殚
U+6B9B,jí,殛
U+6B9C,dié,殜
U+6B9D,zhēn,殝
U+6B9E,yǔn,殞
U+6B9F,wēn,殟
U+6BA0,chòu,殠
U+6BA1,bìn,殡
U+6BA2,tì,殢
U+6BA3,jìn,殣
U+6BA4,shāng,殤
U+6BA5,yín,殥
U+6BA6,diāo,殦
U+6BA7,jiù,殧
U+6BA8,huì;kuì,殨
U+6BA9,cuàn,殩
U+6BAA,yì,殪
U+6BAB,dān,殫
U+6BAC,dù,殬
U+6BAD,jiāng,殭
U+6BAE,liàn,殮
U+6BAF,bìn,殯
U+6BB0,dú,殰
U+6BB1,jiān,殱
U+6BB2,jiān,殲
U+6BB3,shū,殳
U+6BB4,ōu,殴
U+6BB5,duàn,段
U+6BB6,zhù,殶
U+6BB7,yīn;yān;yǐn,殷
U+6BB8,qìng;kēng;shēng,殸
U+6BB9,yì,殹
U+6BBA,shā;shài;sà;xiè;shì,殺
U+6BBB,qiào,殻
U+6BBC,ké;qiào,殼
U+6BBD,xiáo;yáo;xiào,殽
U+6BBE,xùn,殾
U+6BBF,diàn,殿
U+6BC0,huǐ,毀
U+6BC1,huǐ;huì,毁
U+6BC2,gǔ;gū,毂
U+6BC3,qiāo,毃
U+6BC4,jī,毄
U+6BC5,yì,毅
U+6BC6,ōu;kōu;qū,毆
U+6BC7,huǐ,毇
U+6BC8,duàn,毈
U+6BC9,yī,毉
U+6BCA,xiāo,毊
U+6BCB,wú;móu,毋
U+6BCC,guàn,毌
U+6BCD,mǔ;mú;wǔ;wú,母
U+6BCE,měi,毎
U+6BCF,měi,每
U+6BD0,ǎi,毐
U+6BD1,jiě,毑
U+6BD2,dú;dài,毒
U+6BD3,yù,毓
U+6BD4,bǐ;bì;pí;pǐ,比
U+6BD5,bì,毕
U+6BD6,bì,毖
U+6BD7,pí,毗
U+6BD8,pí,毘
U+6BD9,bì,毙
U+6BDA,chán,毚
U+6BDB,máo;mào,毛
U+6BDC,háo,毜
U+6BDD,cǎi,毝
U+6BDE,pí,毞
U+6BDF,liě,毟
U+6BE0,jiā,毠
U+6BE1,zhān,毡
U+6BE2,sāi,毢
U+6BE3,mù;mào,毣
U+6BE4,tuò,毤
U+6BE5,xún;xùn,毥
U+6BE6,ěr,毦
U+6BE7,róng,毧
U+6BE8,xiǎn,毨
U+6BE9,jú,毩
U+6BEA,mú,毪
U+6BEB,háo,毫
U+6BEC,qiú,毬
U+6BED,dòu;nuò,毭
U+6BEE,shā,毮
U+6BEF,tǎn,毯
U+6BF0,péi,毰
U+6BF1,jú,毱
U+6BF2,duō,毲
U+6BF3,cuì;qiāo;xiā,毳
U+6BF4,bī,毴
U+6BF5,sān,毵
U+6BF6,sān,毶
U+6BF7,mào,毷
U+6BF8,sāi;suī,毸
U+6BF9,shū;yú,毹
U+6BFA,shū,毺
U+6BFB,tuò,毻
U+6BFC,hé;kě;dā,毼
U+6BFD,jiàn,毽
U+6BFE,tà,毾
U+6BFF,sān,毿
U+6C00,lǘ;shū;yú;dōu,氀
U+6C01,mú,氁
U+6C02,máo;lí,氂
U+6C03,tóng,氃
U+6C04,rǒng;róng,氄
U+6C05,chǎng,氅
U+6C06,pǔ,氆
U+6C07,lu,氇
U+6C08,zhān,氈
U+6C09,sào,氉
U+6C0A,zhān,氊
U+6C0B,méng,氋
U+6C0C,lǔ,氌
U+6C0D,qú,氍
U+6C0E,dié,氎
U+6C0F,shì;zhī;jīng,氏
U+6C10,dī;dǐ;zhī,氐
U+6C11,mín,民
U+6C12,jué,氒
U+6C13,máng;méng,氓
U+6C14,qì;qǐ,气
U+6C15,piē,氕
U+6C16,nǎi,氖
U+6C17,qì,気
U+6C18,dāo,氘
U+6C19,xiān,氙
U+6C1A,chuān,氚
U+6C1B,fēn,氛
U+6C1C,yáng;rì,氜
U+6C1D,nèi,氝
U+6C1E,bin,氞
U+6C1F,fú,氟
U+6C20,shēn,氠
U+6C21,dōng,氡
U+6C22,qīng,氢
U+6C23,qì;xì,氣
U+6C24,yīn;yán,氤
U+6C25,xī,氥
U+6C26,hài,氦
U+6C27,yǎng,氧
U+6C28,ān,氨
U+6C29,yà,氩
U+6C2A,kè,氪
U+6C2B,qīng,氫
U+6C2C,yà,氬
U+6C2D,dōng,氭
U+6C2E,dàn,氮
U+6C2F,lǜ,氯
U+6C30,qíng,氰
U+6C31,yǎng,氱
U+6C32,yūn;yún,氲
U+6C33,yūn,氳
U+6C34,shuǐ,水
U+6C35,shui,氵
U+6C36,zhěng;chéng;zhèng,氶
U+6C37,bīng,氷
U+6C38,yǒng,永
U+6C39,dàng,氹
U+6C3A,shuǐ,氺
U+6C3B,lè,氻
U+6C3C,nì;mèi,氼
U+6C3D,tǔn;qiú,氽
U+6C3E,fàn;fán,氾
U+6C3F,guǐ;jiǔ;qiú,氿
U+6C40,tīng;tìng;dìng,汀
U+6C41,zhī;xié;shí,汁
U+6C42,qiú,求
U+6C43,bīn;pà;pā,汃
U+6C44,zè,汄
U+6C45,miǎn,汅
U+6C46,cuān,汆
U+6C47,huì,汇
U+6C48,diāo,汈
U+6C49,hàn,汉
U+6C4A,chà,汊
U+6C4B,zhuó;yuè;què;shuò,汋
U+6C4C,chuàn,汌
U+6C4D,wán;huán,汍
U+6C4E,fàn;fá,汎
U+6C4F,dà;tài,汏
U+6C50,xī,汐
U+6C51,tuō,汑
U+6C52,máng;mǎng,汒
U+6C53,qiú;yóu,汓
U+6C54,qì,汔
U+6C55,shàn;shuàn,汕
U+6C56,pìn;chí,汖
U+6C57,hàn;hán;gān,汗
U+6C58,qiān,汘
U+6C59,wū;yú;wā;yū,汙
U+6C5A,wū,汚
U+6C5B,xùn,汛
U+6C5C,sì,汜
U+6C5D,rǔ,汝
U+6C5E,gǒng,汞
U+6C5F,jiāng,江
U+6C60,chí;tuó;chè,池
U+6C61,wū,污
U+6C62,tu,汢
U+6C63,jiǔ,汣
U+6C64,tāng;shāng,汤
U+6C65,zhī;jì,汥
U+6C66,zhǐ,汦
U+6C67,qiān;yán,汧
U+6C68,mì,汨
U+6C69,gǔ;yù;hú,汩
U+6C6A,wāng;wǎng;hóng,汪
U+6C6B,jǐng,汫
U+6C6C,jǐng,汬
U+6C6D,ruì;tūn,汭
U+6C6E,jūn,汮
U+6C6F,hóng,汯
U+6C70,tài,汰
U+6C71,quǎn;fú,汱
U+6C72,jí;jī,汲
U+6C73,biàn,汳
U+6C74,biàn,汴
U+6C75,gàn;hán;cén,汵
U+6C76,wèn;wén;mín;mén,汶
U+6C77,zhōng,汷
U+6C78,fāng;pāng,汸
U+6C79,xiōng,汹
U+6C7A,jué;quē;xuè,決
U+6C7B,hǔ;huǎng,汻
U+6C7C,niú;yóu,汼
U+6C7D,qì;gài;yǐ,汽
U+6C7E,fén;pén;fēn,汾
U+6C7F,xù,汿
U+6C80,xù,沀
U+6C81,qìn,沁
U+6C82,yí;yín,沂
U+6C83,wò,沃
U+6C84,yún,沄
U+6C85,yuán,沅
U+6C86,hàng;háng;kàng,沆
U+6C87,yǎn;wěi,沇
U+6C88,shěn;chén;tán,沈
U+6C89,chén,沉
U+6C8A,dàn,沊
U+6C8B,yóu,沋
U+6C8C,dùn;zhuàn;tún;chún,沌
U+6C8D,hù;hú,沍
U+6C8E,huò,沎
U+6C8F,qī;qiè,沏
U+6C90,mù,沐
U+6C91,nǜ;niǔ,沑
U+6C92,méi,沒
U+6C93,dá;tà,沓
U+6C94,miǎn,沔
U+6C95,mì;wù;fū,沕
U+6C96,chōng,沖
U+6C97,pāng;tiān,沗
U+6C98,bǐ,沘
U+6C99,shā;shà;suō,沙
U+6C9A,zhǐ,沚
U+6C9B,pèi,沛
U+6C9C,pàn,沜
U+6C9D,zhuǐ;zǐ,沝
U+6C9E,zā,沞
U+6C9F,gōu,沟
U+6CA0,liú,沠
U+6CA1,méi;mò;me,没
U+6CA2,zé,沢
U+6CA3,fēng,沣
U+6CA4,ōu;òu,沤
U+6CA5,lì,沥
U+6CA6,lún,沦
U+6CA7,cāng,沧
U+6CA8,fēng,沨
U+6CA9,wéi,沩
U+6CAA,hù,沪
U+6CAB,mò,沫
U+6CAC,mèi;huì,沬
U+6CAD,shù,沭
U+6CAE,jǔ;jū;jù;jiān;zǔ,沮
U+6CAF,zá,沯
U+6CB0,tuō;duó,沰
U+6CB1,tuó;duò;chí,沱
U+6CB2,tuó,沲
U+6CB3,hé,河
U+6CB4,lì;zhěn,沴
U+6CB5,mǐ,沵
U+6CB6,yí;chí;shì,沶
U+6CB7,fā,沷
U+6CB8,fèi;fú,沸
U+6CB9,yóu;yòu,油
U+6CBA,tián,沺
U+6CBB,zhì;chí,治
U+6CBC,zhǎo,沼
U+6CBD,gū;gǔ,沽
U+6CBE,zhān;tiān;diàn;chān,沾
U+6CBF,yán;yǎn;yàn,沿
U+6CC0,sī,泀
U+6CC1,kuàng,況
U+6CC2,jiǒng;yíng;yǐng;jiōng,泂
U+6CC3,jū;gōu,泃
U+6CC4,xiè;yì,泄
U+6CC5,qiú;yōu,泅
U+6CC6,yì;dié,泆
U+6CC7,jiā,泇
U+6CC8,zhōng,泈
U+6CC9,quán,泉
U+6CCA,pō;bó;pò,泊
U+6CCB,huì;huǐ,泋
U+6CCC,mì;bì,泌
U+6CCD,bēn;bèn,泍
U+6CCE,zé,泎
U+6CCF,zhú;kū,泏
U+6CD0,lè,泐
U+6CD1,yōu;āo,泑
U+6CD2,gū,泒
U+6CD3,hóng,泓
U+6CD4,gān;hàn,泔
U+6CD5,fǎ,法
U+6CD6,mǎo;liǔ,泖
U+6CD7,sì,泗
U+6CD8,hū,泘
U+6CD9,píng;pēng,泙
U+6CDA,cǐ;zǐ,泚
U+6CDB,fàn;fěng;fá,泛
U+6CDC,zhī;chí;zhì,泜
U+6CDD,sù,泝
U+6CDE,nìng;zhù,泞
U+6CDF,chēng,泟
U+6CE0,líng;lǐng,泠
U+6CE1,pào;pāo;páo,泡
U+6CE2,bō;bēi;bì,波
U+6CE3,qì;lì;sè,泣
U+6CE4,sì,泤
U+6CE5,ní;nì;nǐ;niè;nìng,泥
U+6CE6,jú,泦
U+6CE7,sà;xuè,泧
U+6CE8,zhù;zhòu,注
U+6CE9,shēng,泩
U+6CEA,lèi,泪
U+6CEB,xuàn;xuán;juān,泫
U+6CEC,jué;xuè,泬
U+6CED,fú,泭
U+6CEE,pàn,泮
U+6CEF,mǐn;miàn,泯
U+6CF0,tài,泰
U+6CF1,yāng,泱
U+6CF2,jǐ,泲
U+6CF3,yǒng,泳
U+6CF4,guàn,泴
U+6CF5,bèng;pìn;liú,泵
U+6CF6,xué,泶
U+6CF7,lóng;shuāng,泷
U+6CF8,lú,泸
U+6CF9,dàn,泹
U+6CFA,luò;pō,泺
U+6CFB,xiè,泻
U+6CFC,pō,泼
U+6CFD,zé,泽
U+6CFE,jīng,泾
U+6CFF,yín,泿
U+6D00,pán;zhōu,洀
U+6D01,jié;jí,洁
U+6D02,yè,洂
U+6D03,huī,洃
U+6D04,huí;huì,洄
U+6D05,zài,洅
U+6D06,chéng,洆
U+6D07,yīn;yān;yē,洇
U+6D08,wéi,洈
U+6D09,hòu,洉
U+6D0A,jiàn;cún,洊
U+6D0B,yáng;xiáng;yǎng,洋
U+6D0C,liè,洌
U+6D0D,sì,洍
U+6D0E,jì,洎
U+6D0F,ér,洏
U+6D10,xíng,洐
U+6D11,fú;fù,洑
U+6D12,sǎ;xǐ;xiǎn;sěn;cuǐ;xùn,洒
U+6D13,sè;qì;zì,洓
U+6D14,zhǐ,洔
U+6D15,yìn,洕
U+6D16,wú,洖
U+6D17,xǐ;xiǎn,洗
U+6D18,kǎo;kào,洘
U+6D19,zhū,洙
U+6D1A,jiàng;hóng,洚
U+6D1B,luò,洛
U+6D1C,luò,洜
U+6D1D,àn;yàn;è,洝
U+6D1E,dòng;tóng,洞
U+6D1F,tì,洟
U+6D20,móu,洠
U+6D21,lèi;lěi,洡
U+6D22,yī,洢
U+6D23,mǐ,洣
U+6D24,quán,洤
U+6D25,jīn,津
U+6D26,pò,洦
U+6D27,wěi,洧
U+6D28,xiáo,洨
U+6D29,xiè;yì,洩
U+6D2A,hóng,洪
U+6D2B,xù;yì,洫
U+6D2C,sù;shuò,洬
U+6D2D,kuāng,洭
U+6D2E,táo;yáo;dào,洮
U+6D2F,qiè;jié,洯
U+6D30,jù,洰
U+6D31,ěr,洱
U+6D32,zhōu,洲
U+6D33,rù;rú,洳
U+6D34,píng;pēng,洴
U+6D35,xún;xuàn,洵
U+6D36,xiōng,洶
U+6D37,zhì,洷
U+6D38,guāng;huàng,洸
U+6D39,huán,洹
U+6D3A,míng,洺
U+6D3B,huó;guō,活
U+6D3C,wā;guī,洼
U+6D3D,qià;hé,洽
U+6D3E,pài;mài;bài;pā,派
U+6D3F,wū;hù,洿
U+6D40,qū,浀
U+6D41,liú,流
U+6D42,yì,浂
U+6D43,jiā,浃
U+6D44,jìng,浄
U+6D45,qiǎn;jiān,浅
U+6D46,jiāng;jiàng,浆
U+6D47,jiāo,浇
U+6D48,zhēn,浈
U+6D49,shī,浉
U+6D4A,zhuó,浊
U+6D4B,cè,测
U+6D4C,fá,浌
U+6D4D,huì;kuài,浍
U+6D4E,jì;jǐ,济
U+6D4F,liú,浏
U+6D50,chǎn,浐
U+6D51,hún,浑
U+6D52,hǔ;xǔ,浒
U+6D53,nóng,浓
U+6D54,xún,浔
U+6D55,jìn,浕
U+6D56,liè,浖
U+6D57,qiú,浗
U+6D58,wěi,浘
U+6D59,zhè,浙
U+6D5A,jùn;xùn;cún,浚
U+6D5B,hán;hàn;gān,浛
U+6D5C,bāng;bīn,浜
U+6D5D,máng,浝
U+6D5E,zhuó,浞
U+6D5F,yóu;dí,浟
U+6D60,xī,浠
U+6D61,bó,浡
U+6D62,dòu,浢
U+6D63,huàn,浣
U+6D64,hóng,浤
U+6D65,yì;yà,浥
U+6D66,pǔ,浦
U+6D67,yǐng;chéng;yíng;zhèng;yìng,浧
U+6D68,lǎn,浨
U+6D69,hào;gǎo;gé,浩
U+6D6A,làng;láng,浪
U+6D6B,hǎn,浫
U+6D6C,lǐ;hǎi,浬
U+6D6D,gēng,浭
U+6D6E,fú,浮
U+6D6F,wú,浯
U+6D70,liàn;lì,浰
U+6D71,chún,浱
U+6D72,féng;hóng,浲
U+6D73,yì,浳
U+6D74,yù,浴
U+6D75,tóng,浵
U+6D76,láo,浶
U+6D77,hǎi,海
U+6D78,jìn;qīn,浸
U+6D79,jiā;xiá,浹
U+6D7A,chōng,浺
U+6D7B,jiǒng;jiōng,浻
U+6D7C,měi,浼
U+6D7D,suī;něi,浽
U+6D7E,chēng,浾
U+6D7F,pèi,浿
U+6D80,xiàn;jiǎn,涀
U+6D81,shèn,涁
U+6D82,tú;chú;yé,涂
U+6D83,kùn,涃
U+6D84,pīng,涄
U+6D85,niè,涅
U+6D86,hàn,涆
U+6D87,jīng;qǐng,涇
U+6D88,xiāo,消
U+6D89,shè;dié,涉
U+6D8A,niǎn;rěn,涊
U+6D8B,tū,涋
U+6D8C,yǒng;chōng,涌
U+6D8D,xiào,涍
U+6D8E,xián;yàn;diàn,涎
U+6D8F,tǐng,涏
U+6D90,é,涐
U+6D91,sù;sōu;shù,涑
U+6D92,tūn;yūn,涒
U+6D93,juān;yuàn;xuàn,涓
U+6D94,cén;qián;zàn,涔
U+6D95,tì,涕
U+6D96,lì,涖
U+6D97,shuì,涗
U+6D98,sì,涘
U+6D99,lèi,涙
U+6D9A,shuì,涚
U+6D9B,tāo,涛
U+6D9C,dú,涜
U+6D9D,lào,涝
U+6D9E,lái,涞
U+6D9F,lián,涟
U+6DA0,wéi,涠
U+6DA1,wō;guō,涡
U+6DA2,yún,涢
U+6DA3,huàn;huì,涣
U+6DA4,dí,涤
U+6DA5,hēng,涥
U+6DA6,rùn,润
U+6DA7,jiàn,涧
U+6DA8,zhǎng;zhàng,涨
U+6DA9,sè,涩
U+6DAA,fú;póu,涪
U+6DAB,guàn,涫
U+6DAC,xìng,涬
U+6DAD,shòu;tāo,涭
U+6DAE,shuàn;shuā,涮
U+6DAF,yá,涯
U+6DB0,chuò,涰
U+6DB1,zhàng,涱
U+6DB2,yè;shì,液
U+6DB3,kōng;náng,涳
U+6DB4,wò;yuān;wǎn,涴
U+6DB5,hán;hàn,涵
U+6DB6,tuō;tuò,涶
U+6DB7,dōng,涷
U+6DB8,hé,涸
U+6DB9,wō,涹
U+6DBA,jū,涺
U+6DBB,shè,涻
U+6DBC,liáng;liàng,涼
U+6DBD,hūn;hùn,涽
U+6DBE,tà,涾
U+6DBF,zhuō;zhuó,涿
U+6DC0,diàn,淀
U+6DC1,qiè;jí,淁
U+6DC2,dé,淂
U+6DC3,juàn,淃
U+6DC4,zī,淄
U+6DC5,xī,淅
U+6DC6,xiáo,淆
U+6DC7,qí,淇
U+6DC8,gǔ;hù,淈
U+6DC9,guǒ;guàn,淉
U+6DCA,yān;hàn;yǎn;hán,淊
U+6DCB,lín;lìn,淋
U+6DCC,tǎng;chàng;chǎng,淌
U+6DCD,zhōu;diāo,淍
U+6DCE,pěng,淎
U+6DCF,hào,淏
U+6DD0,chāng,淐
U+6DD1,shū;chù,淑
U+6DD2,qī;qiàn,淒
U+6DD3,fāng,淓
U+6DD4,zhí,淔
U+6DD5,lù,淕
U+6DD6,nào;zhào;zhuō;chuò,淖
U+6DD7,jú,淗
U+6DD8,táo,淘
U+6DD9,cóng;shuàng,淙
U+6DDA,lèi;lì,淚
U+6DDB,zhè,淛
U+6DDC,píng;péng,淜
U+6DDD,féi,淝
U+6DDE,sōng,淞
U+6DDF,tiǎn,淟
U+6DE0,pì;pèi,淠
U+6DE1,dàn;yàn;tán,淡
U+6DE2,yù;xù,淢
U+6DE3,ní,淣
U+6DE4,yū,淤
U+6DE5,lù,淥
U+6DE6,gàn;hán,淦
U+6DE7,mì,淧
U+6DE8,jìng;chéng,淨
U+6DE9,líng,淩
U+6DEA,lún;lǔn;guān,淪
U+6DEB,yín;yàn;yáo,淫
U+6DEC,cuì;zú,淬
U+6DED,qú,淭
U+6DEE,huái,淮
U+6DEF,yù,淯
U+6DF0,niǎn;shěn;nà,淰
U+6DF1,shēn,深
U+6DF2,biāo;hū;hǔ,淲
U+6DF3,chún;zhūn;zhǔn,淳
U+6DF4,hū,淴
U+6DF5,yuān,淵
U+6DF6,lái,淶
U+6DF7,hùn;gǔn;hún;kūn,混
U+6DF8,qīng,淸
U+6DF9,yān;yǎn,淹
U+6DFA,qiǎn;jiān;jiàn;cán;zàn,淺
U+6DFB,tiān;tiàn,添
U+6DFC,miǎo,淼
U+6DFD,zhǐ,淽
U+6DFE,yǐn,淾
U+6DFF,bó,淿
U+6E00,bèn;bēn,渀
U+6E01,yuān,渁
U+6E02,wèn;mín,渂
U+6E03,ruò;rè,渃
U+6E04,fēi,渄
U+6E05,qīng;qìng,清
U+6E06,yuān,渆
U+6E07,kě,渇
U+6E08,jì,済
U+6E09,shè,渉
U+6E0A,yuān,渊
U+6E0B,sè,渋
U+6E0C,lù,渌
U+6E0D,zì,渍
U+6E0E,dú,渎
U+6E0F,yī,渏
U+6E10,jiàn;jiān,渐
U+6E11,miǎn;shéng,渑
U+6E12,pài,渒
U+6E13,xī,渓
U+6E14,yú,渔
U+6E15,yuān,渕
U+6E16,shěn,渖
U+6E17,shèn,渗
U+6E18,róu,渘
U+6E19,huàn,渙
U+6E1A,zhǔ,渚
U+6E1B,jiǎn,減
U+6E1C,nuǎn;nuán,渜
U+6E1D,yú;yū,渝
U+6E1E,qiú;wù,渞
U+6E1F,tíng;tīng,渟
U+6E20,qú;jù,渠
U+6E21,dù,渡
U+6E22,fán;féng,渢
U+6E23,zhā,渣
U+6E24,bó,渤
U+6E25,wò;òu;wū,渥
U+6E26,wō;guō,渦
U+6E27,dì;tí;dī,渧
U+6E28,wēi,渨
U+6E29,wēn;yùn,温
U+6E2A,rú,渪
U+6E2B,xiè;dié;zhá;yì;qiè,渫
U+6E2C,cè,測
U+6E2D,wèi,渭
U+6E2E,hé,渮
U+6E2F,gǎng;hòng,港
U+6E30,yǎn,渰
U+6E31,hóng;gòng,渱
U+6E32,xuàn,渲
U+6E33,mǐ,渳
U+6E34,kě;jié;kài;hé,渴
U+6E35,máo,渵
U+6E36,yīng,渶
U+6E37,yǎn,渷
U+6E38,yóu;liú,游
U+6E39,hōng;qìng,渹
U+6E3A,miǎo,渺
U+6E3B,shěng,渻
U+6E3C,měi,渼
U+6E3D,zāi,渽
U+6E3E,hún;hùn;gǔn,渾
U+6E3F,nài,渿
U+6E40,guǐ,湀
U+6E41,chì,湁
U+6E42,è,湂
U+6E43,pài;bá,湃
U+6E44,méi,湄
U+6E45,liàn;làn,湅
U+6E46,qì,湆
U+6E47,qì,湇
U+6E48,méi,湈
U+6E49,tián,湉
U+6E4A,còu,湊
U+6E4B,wéi,湋
U+6E4C,cān,湌
U+6E4D,tuān;zhuān,湍
U+6E4E,miǎn,湎
U+6E4F,huì;mǐn,湏
U+6E50,mò,湐
U+6E51,xū;xù;xǔ,湑
U+6E52,jí,湒
U+6E53,pén;pèn,湓
U+6E54,jiān;zàn;zhǎn;qián;jiàn,湔
U+6E55,jiǎn,湕
U+6E56,hú,湖
U+6E57,fèng,湗
U+6E58,xiāng,湘
U+6E59,yì,湙
U+6E5A,yìn,湚
U+6E5B,zhàn;chén;dān;tán;jìn;yǐn;chěn;yín;shèn,湛
U+6E5C,shí,湜
U+6E5D,jiē;xié,湝
U+6E5E,zhēn;chēng,湞
U+6E5F,huáng;kuàng,湟
U+6E60,tàn,湠
U+6E61,yú,湡
U+6E62,bì,湢
U+6E63,mǐn;hūn;miàn,湣
U+6E64,shī,湤
U+6E65,tū,湥
U+6E66,shēng,湦
U+6E67,yǒng,湧
U+6E68,jú,湨
U+6E69,dòng;dǒng;tóng,湩
U+6E6A,tuàn;nuǎn,湪
U+6E6B,jiǎo;qiū;jiù;jiū;jiāo,湫
U+6E6C,jiǎo,湬
U+6E6D,qiú,湭
U+6E6E,yān;yīn,湮
U+6E6F,tāng;tàng;shāng;yáng,湯
U+6E70,lóng,湰
U+6E71,huò,湱
U+6E72,yuán,湲
U+6E73,nǎn,湳
U+6E74,bàn;pán,湴
U+6E75,yǒu,湵
U+6E76,quán,湶
U+6E77,zhuāng;hún,湷
U+6E78,liàng,湸
U+6E79,chán,湹
U+6E7A,xián,湺
U+6E7B,chún,湻
U+6E7C,niè,湼
U+6E7D,zī,湽
U+6E7E,wān,湾
U+6E7F,shī,湿
U+6E80,mǎn,満
U+6E81,yíng,溁
U+6E82,là,溂
U+6E83,kuì;huì,溃
U+6E84,féng,溄
U+6E85,jiàn;jiān,溅
U+6E86,xù,溆
U+6E87,lóu,溇
U+6E88,wéi,溈
U+6E89,gài;xiè,溉
U+6E8A,bō,溊
U+6E8B,yíng,溋
U+6E8C,pō,溌
U+6E8D,jìn,溍
U+6E8E,yàn;guì,溎
U+6E8F,táng,溏
U+6E90,yuán,源
U+6E91,suǒ,溑
U+6E92,yuán,溒
U+6E93,lián;liǎn;xián;xiàn;nián;lín,溓
U+6E94,yǎo,溔
U+6E95,méng,溕
U+6E96,zhǔn;zhuó,準
U+6E97,chéng,溗
U+6E98,kè;kài,溘
U+6E99,tài,溙
U+6E9A,tǎ;dá,溚
U+6E9B,wā,溛
U+6E9C,liū;liù;liú,溜
U+6E9D,gōu;gǎng;kòu,溝
U+6E9E,sāo,溞
U+6E9F,míng;mǐng;mì,溟
U+6EA0,zhà;zhā,溠
U+6EA1,shí,溡
U+6EA2,yì,溢
U+6EA3,lùn,溣
