seq,	word,	Unicode,pinyin
2954,	简,	U+7B80,	jiǎn
2955,	筷,	U+7B77,	kuài
2956,	毁,	U+6BC1,	huǐ
2957,	舅,	U+8205,	jiù
2958,	鼠,	U+9F20,	shǔ
2959,	催,	U+50AC,	cuī
2960,	傻,	U+50BB,	shǎ
2961,	像,	U+50CF,	xiàng
2962,	躲,	U+8EB2,	duǒ
2963,	魁,	U+9B41,	kuí
2964,	衙,	U+8859,	yá
2965,	微,	U+5FAE,	wēi
2966,	愈,	U+6108,	yù
2967,	遥,	U+9065,	yáo
2968,	腻,	U+817B,	nì
2969,	腰,	U+8170,	yāo
2970,	腥,	U+8165,	xīng
2971,	腮,	U+816E,	sāi
2972,	腹,	U+8179,	fù
2973,	腺,	U+817A,	xiàn
2974,	鹏,	U+9E4F,	péng
2975,	腾,	U+817E,	téng
2976,	腿,	U+817F,	tuǐ
2977,	鲍,	U+9C8D,	bào
2978,	猿,	U+733F,	yuán
2979,	颖,	U+9896,	yǐng
2980,	触,	U+89E6,	chù
2981,	解,	U+89E3,	jiě，jiè，xiè
2982,	煞,	U+715E,	shā，shà
2983,	雏,	U+96CF,	chú
2984,	馍,	U+998D,	mó
2985,	馏,	U+998F,	liú，liù
2986,	酱,	U+9171,	jiàng
2987,	禀,	U+7980,	bǐng
2988,	痹,	U+75F9,	bì
2989,	廓,	U+5ED3,	kuò
2990,	痴,	U+75F4,	chī
2991,	痰,	U+75F0,	tán
2992,	廉,	U+5EC9,	lián
2993,	靖,	U+9756,	jìng
2994,	新,	U+65B0,	xīn
2995,	韵,	U+97F5,	yùn
2996,	意,	U+610F,	yì
2997,	誊,	U+8A8A,	téng
2998,	粮,	U+7CAE,	liáng
2999,	数,	U+6570,	shǔ，shù，shuò
3000,	煎,	U+714E,	jiān
3001,	塑,	U+5851,	sù
3002,	慈,	U+6148,	cí
3003,	煤,	U+7164,	méi
3004,	煌,	U+714C,	huáng
3005,	满,	U+6EE1,	mǎn
3006,	漠,	U+6F20,	mò
3007,	滇,	U+6EC7,	diān
3008,	源,	U+6E90,	yuán
3009,	滤,	U+6EE4,	lǜ
3010,	滥,	U+6EE5,	làn
3011,	滔,	U+6ED4,	tāo
3012,	溪,	U+6EAA,	xī
3013,	溜,	U+6E9C,	liū，liù
3014,	漓,	U+6F13,	lí
3015,	滚,	U+6EDA,	gǔn
3016,	溢,	U+6EA2,	yì
3017,	溯,	U+6EAF,	sù
3018,	滨,	U+6EE8,	bīn
3019,	溶,	U+6EB6,	róng
3020,	溺,	U+6EBA,	nì
3021,	粱,	U+7CB1,	liáng
3022,	滩,	U+6EE9,	tān
3023,	慎,	U+614E,	shèn
3024,	誉,	U+8A89,	yù
3025,	塞,	U+585E,	sāi，sài，sè
3026,	寞,	U+5BDE,	mò
3027,	窥,	U+7AA5,	kuī
3028,	窟,	U+7A9F,	kū
3029,	寝,	U+5BDD,	qǐn
3030,	谨,	U+8C28,	jǐn
3031,	褂,	U+8902,	guà
3032,	裸,	U+88F8,	luǒ
3033,	福,	U+798F,	fú
3034,	谬,	U+8C2C,	miù
3035,	群,	U+7FA4,	qún
3036,	殿,	U+6BBF,	diàn
3037,	辟,	U+8F9F,	bì，pì
3038,	障,	U+969C,	zhàng
3039,	媳,	U+5AB3,	xí
3040,	嫉,	U+5AC9,	jí
3041,	嫌,	U+5ACC,	xián
3042,	嫁,	U+5AC1,	jià
3043,	叠,	U+53E0,	dié
3044,	缚,	U+7F1A,	fù
3045,	缝,	U+7F1D,	féng，fèng
3046,	缠,	U+7F20,	chán
3047,	缤,	U+7F24,	bīn
3048,	剿,	U+527F,	jiǎo
3049,	静,	U+9759,	jìng
3050,	碧,	U+78A7,	bì
3051,	璃,	U+7483,	lí
3052,	赘,	U+8D58,	zhuì
3053,	熬,	U+71AC,	āo，áo
3054,	墙,	U+5899,	qiáng
3055,	墟,	U+589F,	xū
3056,	嘉,	U+5609,	jiā
3057,	摧,	U+6467,	cuī
3058,	赫,	U+8D6B,	hè
3059,	截,	U+622A,	jié
3060,	誓,	U+8A93,	shì
3061,	境,	U+5883,	jìng
3062,	摘,	U+6458,	zhāi
3063,	摔,	U+6454,	shuāi
3064,	撇,	U+6487,	piē，piě
3065,	聚,	U+805A,	jù
3066,	慕,	U+6155,	mù
3067,	暮,	U+66AE,	mù
3068,	摹,	U+6479,	mó
3069,	蔓,	U+8513,	mán，màn，wàn
3070,	蔑,	U+8511,	miè
3071,	蔡,	U+8521,	cài
3072,	蔗,	U+8517,	zhè
3073,	蔽,	U+853D,	bì
3074,	蔼,	U+853C,	ǎi
3075,	熙,	U+7199,	xī
3076,	蔚,	U+851A,	wèi，yù
3077,	兢,	U+5162,	jīng
3078,	模,	U+6A21,	mó，mú
3079,	槛,	U+69DB,	jiàn，kǎn
3080,	榴,	U+69B4,	liú
3081,	榜,	U+699C,	bǎng
3082,	榨,	U+69A8,	zhà
3083,	榕,	U+6995,	róng
3084,	歌,	U+6B4C,	gē
3085,	遭,	U+906D,	zāo
3086,	酵,	U+9175,	jiào
3087,	酷,	U+9177,	kù
3088,	酿,	U+917F,	niàng
3089,	酸,	U+9178,	suān
3090,	碟,	U+789F,	dié
3091,	碱,	U+78B1,	jiǎn
3092,	碳,	U+78B3,	tàn
3093,	磁,	U+78C1,	cí
3094,	愿,	U+613F,	yuàn
3095,	需,	U+9700,	xū
3096,	辖,	U+8F96,	xiá
3097,	辗,	U+8F97,	zhǎn
3098,	雌,	U+96CC,	cí
3099,	裳,	U+88F3,	shang
3100,	颗,	U+9897,	kē
3101,	瞅,	U+7785,	chǒu
3102,	墅,	U+5885,	shù
3103,	嗽,	U+55FD,	sòu
3104,	踊,	U+8E0A,	yǒng
3105,	蜻,	U+873B,	qīng
3106,	蜡,	U+8721,	là
3107,	蝇,	U+8747,	yíng
3108,	蜘,	U+8718,	zhī
3109,	蝉,	U+8749,	chán
3110,	嘛,	U+561B,	ma
3111,	嘀,	U+5600,	dí
3112,	赚,	U+8D5A,	zhuàn
3113,	锹,	U+9539,	qiāo
3114,	锻,	U+953B,	duàn
3115,	镀,	U+9540,	dù
3116,	舞,	U+821E,	wǔ
3117,	舔,	U+8214,	tiǎn
3118,	稳,	U+7A33,	wěn
3119,	熏,	U+718F,	xūn
3120,	箕,	U+7B95,	jī
3121,	算,	U+7B97,	suàn
3122,	箩,	U+7BA9,	luó
3123,	管,	U+7BA1,	guǎn
3124,	箫,	U+7BAB,	xiāo
3125,	舆,	U+8206,	yú
3126,	僚,	U+50DA,	liáo
3127,	僧,	U+50E7,	sēng
3128,	鼻,	U+9F3B,	bí
3129,	魄,	U+9B44,	pò
3130,	魅,	U+9B45,	mèi
3131,	貌,	U+8C8C,	mào
3132,	膜,	U+819C,	mó
3133,	膊,	U+818A,	bó
3134,	膀,	U+8180,	bǎng，pāng，páng
3135,	鲜,	U+9C9C,	xiān，xiǎn
3136,	疑,	U+7591,	yí
3137,	孵,	U+5B75,	fū
3138,	馒,	U+9992,	mán
3139,	裹,	U+88F9,	guǒ
3140,	敲,	U+6572,	qiāo
3141,	豪,	U+8C6A,	háo
3142,	膏,	U+818F,	gāo，gào
3143,	遮,	U+906E,	zhē
3144,	腐,	U+8150,	fǔ
3145,	瘩,	U+7629,	dá，da
3146,	瘟,	U+761F,	wēn
3147,	瘦,	U+7626,	shòu
3148,	辣,	U+8FA3,	là
3149,	彰,	U+5F70,	zhāng
3150,	竭,	U+7AED,	jié
3151,	端,	U+7AEF,	duān
3152,	旗,	U+65D7,	qí
3153,	精,	U+7CBE,	jīng
3154,	粹,	U+7CB9,	cuì
3155,	歉,	U+6B49,	qiàn
3156,	弊,	U+5F0A,	bì
3157,	熄,	U+7184,	xī
3158,	熔,	U+7194,	róng
3159,	煽,	U+717D,	shān
3160,	潇,	U+6F47,	xiāo
3161,	漆,	U+6F06,	qī
3162,	漱,	U+6F31,	shù
3163,	漂,	U+6F02,	piāo，piǎo，piào
3164,	漫,	U+6F2B,	màn
3165,	滴,	U+6EF4,	dī
3166,	漾,	U+6F3E,	yàng
3167,	演,	U+6F14,	yǎn
3168,	漏,	U+6F0F,	lòu
3169,	慢,	U+6162,	màn
3170,	慷,	U+6177,	kāng
3171,	寨,	U+5BE8,	zhài
3172,	赛,	U+8D5B,	sài
3173,	寡,	U+5BE1,	guǎ
3174,	察,	U+5BDF,	chá
3175,	蜜,	U+871C,	mì
3176,	寥,	U+5BE5,	liáo
3177,	谭,	U+8C2D,	tán
3178,	肇,	U+8087,	zhào
3179,	褐,	U+8910,	hè
3180,	褪,	U+892A,	tuì，tùn
3181,	谱,	U+8C31,	pǔ
3182,	隧,	U+96A7,	suì
3183,	嫩,	U+5AE9,	nèn
3184,	翠,	U+7FE0,	cuì
3185,	熊,	U+718A,	xióng
3186,	凳,	U+51F3,	dèng
3187,	骡,	U+9AA1,	luó
3188,	缩,	U+7F29,	sù，suō
3189,	慧,	U+6167,	huì
3190,	撵,	U+64B5,	niǎn
3191,	撕,	U+6495,	sī
3192,	撒,	U+6492,	sā，sǎ
3193,	撩,	U+64A9,	liāo，liáo
3194,	趣,	U+8DA3,	qù
3195,	趟,	U+8D9F,	tàng
3196,	撑,	U+6491,	chēng
3197,	撮,	U+64AE,	cuō，zuǒ
3198,	撬,	U+64AC,	qiào
3199,	播,	U+64AD,	bō
3200,	擒,	U+64D2,	qín
3201,	墩,	U+58A9,	dūn
3202,	撞,	U+649E,	zhuàng
3203,	撤,	U+64A4,	chè
3204,	增,	U+589E,	zēng
3205,	撰,	U+64B0,	zhuàn
3206,	聪,	U+806A,	cōng
3207,	鞋,	U+978B,	xié
3208,	鞍,	U+978D,	ān
3209,	蕉,	U+8549,	jiāo
3210,	蕊,	U+854A,	ruǐ
3211,	蔬,	U+852C,	shū
3212,	蕴,	U+8574,	yùn
3213,	横,	U+6A2A,	héng，hèng
3214,	槽,	U+69FD,	cáo
3215,	樱,	U+6A31,	yīng
3216,	橡,	U+6A61,	xiàng
3217,	樟,	U+6A1F,	zhāng
3218,	橄,	U+6A44,	gǎn
3219,	敷,	U+6577,	fū
3220,	豌,	U+8C4C,	wān
3221,	飘,	U+98D8,	piāo
3222,	醋,	U+918B,	cù
3223,	醇,	U+9187,	chún
3224,	醉,	U+9189,	zuì
3225,	磕,	U+78D5,	kē
3226,	磊,	U+78CA,	lěi
3227,	磅,	U+78C5,	bàng，páng
3228,	碾,	U+78BE,	niǎn
3229,	震,	U+9707,	zhèn
3230,	霄,	U+9704,	xiāo
3231,	霉,	U+9709,	méi
3232,	瞒,	U+7792,	mán
3233,	题,	U+9898,	tí
3234,	暴,	U+66B4,	bào
3235,	瞎,	U+778E,	xiā
3236,	嘻,	U+563B,	xī
3237,	嘶,	U+5636,	sī
3238,	嘲,	U+5632,	cháo
3239,	嘹,	U+5639,	liáo
3240,	影,	U+5F71,	yǐng
3241,	踢,	U+8E22,	tī
3242,	踏,	U+8E0F,	tā，tà
3243,	踩,	U+8E29,	cǎi
3244,	踪,	U+8E2A,	zōng
3245,	蝶,	U+8776,	dié
3246,	蝴,	U+8774,	hú
3247,	蝠,	U+8760,	fú
3248,	蝎,	U+874E,	xiē
3249,	蝌,	U+874C,	kē
3250,	蝗,	U+8757,	huáng
3251,	蝙,	U+8759,	biān
3252,	嘿,	U+563F,	hēi
3253,	嘱,	U+5631,	zhǔ
3254,	幢,	U+5E62,	chuáng，zhuàng
3255,	墨,	U+58A8,	mò
3256,	镇,	U+9547,	zhèn
3257,	镐,	U+9550,	gǎo
3258,	镑,	U+9551,	bàng
3259,	靠,	U+9760,	kào
3260,	稽,	U+7A3D,	jī
3261,	稻,	U+7A3B,	dào
3262,	黎,	U+9ECE,	lí
3263,	稿,	U+7A3F,	gǎo
3264,	稼,	U+7A3C,	jià
3265,	箱,	U+7BB1,	xiāng
3266,	篓,	U+7BD3,	lǒu
3267,	箭,	U+7BAD,	jiàn
3268,	篇,	U+7BC7,	piān
3269,	僵,	U+50F5,	jiāng
3270,	躺,	U+8EBA,	tǎng
3271,	僻,	U+50FB,	pì
3272,	德,	U+5FB7,	dé
3273,	艘,	U+8258,	sōu
3274,	膝,	U+819D,	xī
3275,	膛,	U+819B,	táng
3276,	鲤,	U+9CA4,	lǐ
3277,	鲫,	U+9CAB,	jì
3278,	熟,	U+719F,	shóu，shú
3279,	摩,	U+6469,	mā，mó
3280,	褒,	U+8912,	bāo
3281,	瘪,	U+762A,	biē，biě
3282,	瘤,	U+7624,	liú
3283,	瘫,	U+762B,	tān
3284,	凛,	U+51DB,	lǐn
3285,	颜,	U+989C,	yán
3286,	毅,	U+6BC5,	yì
3287,	糊,	U+7CCA,	hū，hú，hù
3288,	遵,	U+9075,	zūn
3289,	憋,	U+618B,	biē
3290,	潜,	U+6F5C,	qián
3291,	澎,	U+6F8E,	péng
3292,	潮,	U+6F6E,	cháo
3293,	潭,	U+6F6D,	tán
3294,	鲨,	U+9CA8,	shā
3295,	澳,	U+6FB3,	ào
3296,	潘,	U+6F58,	pān
3297,	澈,	U+6F88,	chè
3298,	澜,	U+6F9C,	lán
3299,	澄,	U+6F84,	chéng，dèng
3300,	懂,	U+61C2,	dǒng
3301,	憔,	U+6194,	qiáo
3302,	懊,	U+61CA,	ào
3303,	憎,	U+618E,	zēng
3304,	额,	U+989D,	é
3305,	翩,	U+7FE9,	piān
3306,	褥,	U+8925,	rù
3307,	谴,	U+8C34,	qiǎn
3308,	鹤,	U+9E64,	hè
3309,	憨,	U+61A8,	hān
3310,	慰,	U+6170,	wèi
3311,	劈,	U+5288,	pī，pǐ
3312,	履,	U+5C65,	lǚ
3313,	豫,	U+8C6B,	yù
3314,	缭,	U+7F2D,	liáo
3315,	撼,	U+64BC,	hàn
3316,	擂,	U+64C2,	léi，lèi
3317,	操,	U+64CD,	cāo
3318,	擅,	U+64C5,	shàn
3319,	燕,	U+71D5,	yān，yàn
3320,	蕾,	U+857E,	lěi
3321,	薯,	U+85AF,	shǔ
3322,	薛,	U+859B,	xuē
3323,	薇,	U+8587,	wēi
3324,	擎,	U+64CE,	qíng
3325,	薪,	U+85AA,	xīn
3326,	薄,	U+8584,	báo，bó，bò
3327,	颠,	U+98A0,	diān
3328,	翰,	U+7FF0,	hàn
3329,	噩,	U+5669,	è
3330,	橱,	U+6A71,	chú
3331,	橙,	U+6A59,	chéng
3332,	橘,	U+6A58,	jú
3333,	整,	U+6574,	zhěng
3334,	融,	U+878D,	róng
3335,	瓢,	U+74E2,	piáo
3336,	醒,	U+9192,	xǐng
3337,	霍,	U+970D,	huò
3338,	霎,	U+970E,	shà
3339,	辙,	U+8F99,	zhé
3340,	冀,	U+5180,	jì
3341,	餐,	U+9910,	cān
3342,	嘴,	U+5634,	zuǐ
3343,	踱,	U+8E31,	duó
3344,	蹄,	U+8E44,	tí
3345,	蹂,	U+8E42,	róu
3346,	蟆,	U+87C6,	má
3347,	螃,	U+8783,	páng
3348,	器,	U+5668,	qì
3349,	噪,	U+566A,	zào
3350,	鹦,	U+9E66,	yīng
3351,	赠,	U+8D60,	zèng
3352,	默,	U+9ED8,	mò
3353,	黔,	U+9ED4,	qián
3354,	镜,	U+955C,	jìng
3355,	赞,	U+8D5E,	zàn
3356,	穆,	U+7A46,	mù
3357,	篮,	U+7BEE,	lán
3358,	篡,	U+7BE1,	cuàn
3359,	篷,	U+7BF7,	péng
3360,	篱,	U+7BF1,	lí
3361,	儒,	U+5112,	rú
3362,	邀,	U+9080,	yāo
3363,	衡,	U+8861,	héng
3364,	膨,	U+81A8,	péng
3365,	雕,	U+96D5,	diāo
3366,	鲸,	U+9CB8,	jīng
3367,	磨,	U+78E8,	mó，mò
3368,	瘾,	U+763E,	yǐn
3369,	瘸,	U+7638,	qué
3370,	凝,	U+51DD,	níng
3371,	辨,	U+8FA8,	biàn
3372,	辩,	U+8FA9,	biàn
3373,	糙,	U+7CD9,	cāo
3374,	糖,	U+7CD6,	táng
3375,	糕,	U+7CD5,	gāo
3376,	燃,	U+71C3,	rán
3377,	濒,	U+6FD2,	bīn
3378,	澡,	U+6FA1,	zǎo
3379,	激,	U+6FC0,	jī
3380,	懒,	U+61D2,	lǎn
3381,	憾,	U+61BE,	hàn
3382,	懈,	U+61C8,	xiè
3383,	窿,	U+7ABF,	lóng
3384,	壁,	U+58C1,	bì
3385,	避,	U+907F,	bì
3386,	缰,	U+7F30,	jiāng
3387,	缴,	U+7F34,	jiǎo
3388,	戴,	U+6234,	dài
3389,	擦,	U+64E6,	cā
3390,	藉,	U+85C9,	jí，jiè
3391,	鞠,	U+97A0,	jū
3392,	藏,	U+85CF,	cáng，zàng
3393,	藐,	U+85D0,	miǎo
3394,	檬,	U+6AAC,	méng
3395,	檐,	U+6A90,	yán
3396,	檀,	U+6A80,	tán
3397,	礁,	U+7901,	jiāo
3398,	磷,	U+78F7,	lín
3399,	霜,	U+971C,	shuāng
3400,	霞,	U+971E,	xiá
3401,	瞭,	U+77AD,	liào
3402,	瞧,	U+77A7,	qiáo
3403,	瞬,	U+77AC,	shùn
3404,	瞳,	U+77B3,	tóng
3405,	瞩,	U+77A9,	zhǔ
3406,	瞪,	U+77AA,	dèng
3407,	曙,	U+66D9,	shǔ
3408,	蹋,	U+8E4B,	tà
3409,	蹈,	U+8E48,	dǎo
3410,	螺,	U+87BA,	luó
3411,	蟋,	U+87CB,	xī
3412,	蟀,	U+87C0,	shuài
3413,	嚎,	U+568E,	háo
3414,	赡,	U+8D61,	shàn
3415,	穗,	U+7A57,	suì
3416,	魏,	U+9B4F,	wèi
3417,	簧,	U+7C27,	huáng
3418,	簇,	U+7C07,	cù
3419,	繁,	U+7E41,	fán，pó
3420,	徽,	U+5FBD,	huī
3421,	爵,	U+7235,	jué
3422,	朦,	U+6726,	méng
3423,	臊,	U+81CA,	sāo，sào
3424,	鳄,	U+9CC4,	è
3425,	癌,	U+764C,	ái
3426,	辫,	U+8FAB,	biàn
3427,	赢,	U+8D62,	yíng
3428,	糟,	U+7CDF,	zāo
3429,	糠,	U+7CE0,	kāng
3430,	燥,	U+71E5,	zào
3431,	懦,	U+61E6,	nuò
3432,	豁,	U+8C41,	huō，huò
3433,	臀,	U+81C0,	tún
3434,	臂,	U+81C2,	bei，bì
3435,	翼,	U+7FFC,	yì
3436,	骤,	U+9AA4,	zhòu
3437,	藕,	U+85D5,	ǒu
3438,	鞭,	U+97AD,	biān
3439,	藤,	U+85E4,	téng
3440,	覆,	U+8986,	fù
3441,	瞻,	U+77BB,	zhān
3442,	蹦,	U+8E66,	bèng
3443,	嚣,	U+56A3,	xiāo
3444,	镰,	U+9570,	lián
3445,	翻,	U+7FFB,	fān
3446,	鳍,	U+9CCD,	qí
3447,	鹰,	U+9E70,	yīng
3448,	瀑,	U+7011,	bào，pù
3449,	襟,	U+895F,	jīn
3450,	璧,	U+74A7,	bì
3451,	戳,	U+6233,	chuō
3452,	孽,	U+5B7D,	niè
3453,	警,	U+8B66,	jǐng
3454,	蘑,	U+8611,	mó
3455,	藻,	U+85FB,	zǎo
3456,	攀,	U+6500,	pān
3457,	曝,	U+66DD,	bào，pù
3458,	蹲,	U+8E72,	dūn
3459,	蹭,	U+8E6D,	cèng
3460,	蹬,	U+8E6C,	dēng
3461,	巅,	U+5DC5,	diān
3462,	簸,	U+7C38,	bǒ，bò
3463,	簿,	U+7C3F,	bù
3464,	蟹,	U+87F9,	xiè
3465,	颤,	U+98A4,	chàn
3466,	靡,	U+9761,	mí，mǐ
3467,	癣,	U+7663,	xuǎn
3468,	瓣,	U+74E3,	bàn
3469,	羹,	U+7FB9,	gēng
3470,	鳖,	U+9CD6,	biē
3471,	爆,	U+7206,	bào
3472,	疆,	U+7586,	jiāng
3473,	鬓,	U+9B13,	bìn
3474,	壤,	U+58E4,	rǎng
3475,	馨,	U+99A8,	xīn
3476,	耀,	U+8000,	yào
3477,	躁,	U+8E81,	zào
3478,	蠕,	U+8815,	rú
3479,	嚼,	U+56BC,	jiáo，jiào，jué
3480,	嚷,	U+56B7,	rāng，rǎng
3481,	巍,	U+5DCD,	wēi
3482,	籍,	U+7C4D,	jí
3483,	鳞,	U+9CDE,	lín
3484,	魔,	U+9B54,	mó
3485,	糯,	U+7CEF,	nuò
3486,	灌,	U+704C,	guàn
3487,	譬,	U+8B6C,	pì
3488,	蠢,	U+8822,	chǔn
3489,	霸,	U+9738,	bà
3490,	露,	U+9732,	lòu，lù
3491,	霹,	U+9739,	pī
3492,	躏,	U+8E8F,	lìn
3493,	黯,	U+9EEF,	àn
3494,	髓,	U+9AD3,	suǐ
3495,	赣,	U+8D63,	gàn
3496,	囊,	U+56CA,	nāng，náng
3497,	镶,	U+9576,	xiāng
3498,	瓤,	U+74E4,	ráng
3499,	罐,	U+7F50,	guàn
3500,	矗,	U+77D7,	chù
